Market Name,Store Name,Bin Location,Provider,Description,Part Number,Store Part ID,Part ID,UPC,Parts Quantity,Most Recent Cost,Weighted Average Cost,Last Ordered Date,Last Used Date,Days Since Last Interaction,Total Cost Store Parts
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KD10 * LA40,BULK - RIGGING SLING POLYESTER,SLING POLYESTER ROUND 8' GREEN,747-0208,1013753,3690407,0,20,$18.07,$18.01,2024-12-31,2024-12-27,53,$360.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AB20,3M,"General Purpose Scouring Pad, 6 in W x 9 in L, Synthetic Fiber, Dark Green",489-082931,1124571,3693148,0,20,$0.70,$0.70,2024-11-03,1899-12-31,107,$14.05
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PROTO,"PROTO IMPACT DRIVE ADAPTER 1/2"" F X 3/8"" M",J7651,1203112,43777,0,20,$7.04,$7.04,2025-01-16,1899-12-31,33,$140.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,PROFAX,Insulator EA,PX54N63,1124541,3554786,0,20,$1.64,$1.64,2024-11-03,1899-12-31,107,$32.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KB20,BULK - RIGGING SLING POLYESTER,"SLING POLYESTER FLAT EYE 2"" X 16'",747-8216,1016397,5858911,0,20,$19.93,$19.93,2024-12-31,2024-08-30,172,$398.60
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC20,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH 1/2""",744-5008,1013511,135627,0,20,$5.00,$7.23,2024-12-15,2024-12-27,53,$144.56
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JA20,BULK - SOCKET ADAPTER,"IMPACT SOCKET ADAPTER 1"" F X 3/4"" M",744-9416,684656,136026,0,19,$29.95,$28.88,2024-12-16,2024-12-27,53,$548.64
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KE40,BULK - HOSE AIR,"AIR HOSE 3/4"" X 50' RED",540-0920,1028707,88556,0,19,$76.85,$58.76,2024-12-27,1899-12-31,53,"$1,116.46"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE20 * JF10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 1-1/2"" STD",740-5108,684304,129850,0,19,$16.40,$19.49,2025-02-04,1899-12-31,14,$370.36
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HC10,BULK - HAND TOOLS PIN,"PIN LINE UP BULL 15/16""",745-1820,1181588,136677,0,19,$4.20,$4.20,2024-12-27,1899-12-31,53,$79.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AB10,KRYLON,"NDUSTRIAL Marking Paint: Inverted Paint Dispensing, Fluorescent Orange, 20 oz",A03700004,1124539,4131019,0,19,$3.25,$3.25,2024-11-03,1899-12-31,107,$61.75
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IB15,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH  2-9/16""",744-5209,684059,135660,0,19,$393.09,$269.25,2025-01-10,2024-08-30,172,"$5,115.81"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB5DR5,EAGLE TAPTEK,SHORT BURR BIT SA7,CB-SA-7-D,1124584,4028475,0,19,$24.59,$24.59,2024-11-03,1899-12-31,107,$467.21
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AC30 * AD20,TECHNIWELD,TECHNIWELD GRADE T 1/4 X 50 TWIN HOSE,HTI14X50T,1124617,2249683,843088119512,19,$42.10,$38.42,2025-02-04,2024-12-27,53,$729.94
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CC20,NORTON,Osborne 1 x .014 x1/4 End Br,66252838887,888941,3991540,0,19,$9.23,$9.23,2024-04-15,2024-08-30,172,$175.37
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,MILLER ELECTRIC,"Gas Lens Collet Body 1/8""",45V45,1105523,142887,0,19,$2.38,$2.38,2024-12-29,2025-01-22,27,$45.22
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,LENCO,"COUPLER, INERT ARC CGA-032 RHF TO B-SIZE RHF",AW-430,1125843,5881569,0,19,$5.95,$5.95,2024-11-04,2024-12-27,53,$113.05
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 3/4"" DW",741-4012,1137432,133546,0,19,$91.94,$91.94,2024-12-27,1899-12-31,53,"$1,746.86"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CC20,NORTON,"Wheel Brush: 6″ Wheel Dia, Crimped, 5/8″ Hole, Carbon, 6,000 RPM",66252839098,684721,3679742,0,19,$3.97,$3.97,2024-12-04,2024-12-27,53,$75.43
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 5/8"" DW",741-4010,1181523,133544,0,19,$5.46,$5.46,2024-12-27,1899-12-31,53,$103.74
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KF10,"BULK - SAFETY, SHORING, AND COMMUNICATION",FIRE EXTINGUISHER 20LB,760-1020,1028694,89707,0,18,$300.00,$234.78,2024-12-31,1899-12-31,49,"$4,225.96"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GB10*GB20,GENERAL WORK PRODUCTS,Palmer Safety PVC Steel Toe Boots Size 9,RB15519,1059127,3993869,0,18,$10.00,$10.00,2024-12-27,1899-12-31,53,$180.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HA10*CABCORNER,BULK - HAND TOOLS PRY BAR,"BAR PRY 36""",745-1011,684777,136591,0,18,$0.01,$37.13,2024-12-29,2024-12-27,53,$668.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HA10,BULK - HAND TOOLS PRY BAR,"BAR PRY 30""",745-1009,1055926,136589,0,18,$32.63,$36.10,2024-12-16,2024-12-29,51,$649.79
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,GENERAL WORK PRODUCTS,VISQUEEN 20’ X 100’ 6MIL FR,VFR20X1006MREV,1138832,5881611,0,18,$106.00,$106.00,2025-01-09,2024-12-27,53,"$1,908.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HC20,DEWALT,HEX KEY,1004686-26,888913,3878073,0,18,$3.07,$3.07,2024-12-27,2024-08-30,172,$55.26
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 11/16"" DW",741-4011,1181524,133545,0,18,$11.10,$11.10,2024-12-27,1899-12-31,53,$199.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR9,PROTO,"PROTO 1"" DRIVE RETAINING RING - 2-1/4"" GROOVE",JRR10036,686981,654841,0,18,$4.33,$4.33,2024-12-27,2024-08-30,172,$77.94
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CB20,WEILER,"Twist Wire Wheel Brush,Threaded Arbor",93808,1124496,5869916,0,18,$38.11,$38.11,2024-12-27,1899-12-31,53,$685.98
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,LE20,BULK - HYDRAULIC HOSE,HOSE HYDRAULIC JACK 10',746-5010,684369,89688,0,17,$200.66,$176.06,2024-11-20,2024-12-31,49,"$2,993.06"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 3/8"" DR X 1/2""",744-9645,1129255,5914888,0,17,$17.67,$17.67,2024-12-12,2024-12-27,53,$300.39
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CB10,MILWAUKEE TOOL,"4-1/2"" x 1/4"" x 7/8"" Grinding Wheel (Type 27)",49-94-4520,1181237,3879084,45242218394,17,$0.01,$0.01,2024-12-27,1899-12-31,53,$0.17
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 2-1/8"" DW",741-4202,1181538,133568,0,17,$32.49,$32.49,2024-12-27,1899-12-31,53,$552.33
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GE30,BULK - HVAC DUCTING,"DUCT SUPPLY/RETURN 12"" X 25' 2"" TO 4"" PITCH",520-1039,1028734,2039452,0,17,$253.40,$241.29,2025-01-03,1899-12-31,46,"$4,102.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,LE10,BULK - WELDING LEAD,WELDING CABLE 2/0 ELECTRODE HOLDER 200 AMP 10',900-0287,1124601,4129447,0,17,$50.61,$50.61,2024-12-31,1899-12-31,49,$860.37
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KE20,BULK - HAND TOOLS,TAPE MEASURE 25',745-4064,1114966,136791,0,17,$12.00,$11.78,2024-12-15,2024-12-27,53,$200.29
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1"" DR X 1-1/4"" DW",741-5104,863704,133583,0,17,$18.45,$21.72,2024-12-15,2024-12-27,53,$369.24
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BAY1DOOR * RA40,BULK - CONCRETE AND MASONRY,WHEELBARROW,250-0300,684038,87970,0,17,$157.63,$146.06,2024-12-29,2024-12-27,53,"$2,483.04"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GF30,"HOUSTON BARRICADE AND SUPPLY, LLC.",FLAT STAND,HBS-STAND,1028678,3750187,0,17,$35.00,$35.00,2024-08-31,1899-12-31,171,$595.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IE10,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  2-5/8"" OFFSET",744-2210,684373,135387,0,17,$62.00,$69.06,2025-02-04,2024-12-27,53,"$1,173.98"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KF20,BULK - WELDING LEAD,WELDING CABLE 2/0 GROUND CLAMP 200-350 AMP TRACKED,900-0217,1168188,773548,0,17,$51.95,$51.95,2024-12-31,1899-12-31,49,$883.15
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GB20,MICHIGAN PNEUMATIC,"18"" Jumbo Moil Point",JRB-18MP-USA,687098,54284,0,17,$22.50,$22.29,2025-02-04,2024-12-27,53,$378.93
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JA20,BULK - SOCKET ADAPTER,"IMPACT SOCKET ADAPTER 3/8"" F X 1/2"" M",744-9411,889011,136021,0,17,$5.92,$7.94,2024-12-27,2025-01-22,27,$134.89
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE20,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 1-7/8"" STD",740-5114,684342,129856,0,17,$22.00,$28.90,2025-02-04,1899-12-31,14,$491.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 1-5/8""",744-9616,684653,136078,0,16,$41.64,$48.88,2024-12-27,1899-12-31,53,$782.15
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AB20,SNOOP,SNOOP 8OZ LEAK DETECTOR,8OZ-SNOOP,1124538,4028586,0,16,$11.09,$11.09,2024-11-03,1899-12-31,107,$177.47
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KD30,MICHIGAN PNEUMATIC,SLEEVE LOWER SPLIT,2103S,888899,2038255,0,16,$7.50,$7.50,2024-12-31,2024-08-30,172,$120.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DF10,PYRAMEX,Ridgeline Cap Style GRAY,HP44112-GY,1225403,4121848,0,16,$6.25,$6.25,2025-02-04,1899-12-31,14,$100.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HE30,SHURTAPE,BT 100 YEL-3inX1000ft-CAUTION,232531,1148108,4120626,0,16,$6.01,$6.01,2024-11-23,1899-12-31,87,$96.16
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD20,LINCOLN ELECTRIC,NOZZLE - 60A (LC65),KP2844-4,687109,40214,0,16,$8.63,$6.58,2024-12-29,2024-08-30,172,$105.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HEND,BULK - HAND TOOLS BAR WRECKING,"BAR WRECKING 24""",745-1042,1057007,136610,0,16,$8.08,$5.85,2024-12-27,1899-12-31,53,$93.59
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB3DR6,MICHIGAN PNEUMATIC,KIT REPAIR,T3RK,1225360,3873184,0,16,$35.00,$35.00,2025-02-04,1899-12-31,14,$560.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC25,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH 15/16""",744-5015,684670,135634,0,16,$21.39,$17.50,2025-02-04,1899-12-31,14,$280.02
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR2,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/8"" DR X 7/8"" DW",741-2014,684464,133519,0,16,$7.55,$6.81,2024-10-28,2024-08-30,172,$108.89
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GB30,MILWAUKEE TOOL,SHOCKWAVE Impact Duty™ Socket 1/2” Dr 31PC PACKOUT Set,49-66-6806,1188929,2263189,45242611584,16,$172.51,$172.51,2025-01-06,1899-12-31,43,"$2,760.16"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 1-3/4""",744-9618,1028713,136080,0,16,$41.64,$42.67,2024-12-27,1899-12-31,53,$682.67
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,ARCAIR,"1/4"" Copperclad Arc Gouging Electrode",22043003,1028597,1550852,0,16,$0.47,$0.47,2024-09-05,2024-12-27,53,$7.52
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR7,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1/2"" DR X 15/16"" STD",740-3015,684315,129794,0,16,$4.00,$6.24,2024-10-24,2024-08-30,172,$99.89
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GB10,GENERAL WORK PRODUCTS,SIZE 11 - 10'' PVC STEEL TOE BOOT #1551 10'' PVC STEEL TOE BOOT #1551,RB155111,860753,4120587,0,16,$10.00,$10.00,2025-02-10,2024-12-27,53,$160.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,NA40,BULK - RIGGING SLING WIRE,"SLING WIRE ROPE 5/8"" X 16'",746-3216,684484,3690392,0,16,$48.03,$48.03,2024-12-27,2024-12-30,50,$768.41
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IA15,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH  2-1/16""",744-5201,684254,135652,0,16,$87.50,$42.00,2024-12-27,2024-08-30,172,$672.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 3/8"" DR X 1-1/16""",744-9607,684021,136069,0,16,$23.49,$26.23,2025-01-07,2024-12-27,53,$419.64
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CABCORNER,BULK - HAND TOOL SHOVEL,SHOVEL SPADE D- HANDLE HARDWOOD,745-3030,1013755,136770,0,16,$9.43,$11.18,2024-12-27,2024-08-30,172,$178.90
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 1-15/16"" DW",741-4115,1181536,133565,0,16,$18.87,$18.87,2024-12-27,1899-12-31,53,$301.92
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB2DR2,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 3/8"" DR X 1/2"" STD",740-2008,1013695,129776,0,16,$2.27,$2.27,2024-12-27,2024-08-30,172,$36.32
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,NB40,BULK - RIGGING SLING WIRE,"SLING WIRE ROPE 1/2"" X 6'",746-3156,1117475,3998485,0,15,$13.97,$14.06,2024-12-30,2024-12-27,53,$210.83
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR4,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 3/8"" DR X 11/16"" STD",740-2011,1013696,129779,0,15,$4.34,$4.34,2024-12-27,2024-08-30,172,$65.10
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PROTO,"PROTO 1/2"" DRIVE IMPACT SOCKET 3/4"" - 6 POINT",J7424H,684561,132317,0,15,$5.57,$5.57,2025-01-09,1899-12-31,40,$83.55
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HC30,GENERAL WORK PRODUCTS,VISQUEEN 20X100 6MIL CLR - Roll,VC20X1006MREV,1138831,3786434,0,15,$67.00,$67.00,2024-11-15,1899-12-31,95,"$1,005.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PYRAMEX,Pyramex Cap Style 6 Point Ratchet Suspension Hard Hat,HP16110,1225404,3834480,814992006380,15,$9.95,$9.95,2025-02-04,1899-12-31,14,$149.25
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HA25,BULK - HAND TOOLS PLIERS,"PLIERS CHANNEL LOCK 9-1/2""",745-2220,1181539,89487,0,15,$9.86,$9.86,2024-12-29,1899-12-31,51,$147.90
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JC10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 1-1/2"" DR X 1-3/8"" DW",741-6106,1181517,133637,0,15,$21.94,$21.94,2024-12-27,1899-12-31,53,$329.10
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BA10,DIABLO TOOLS,8 in. x 42 Tooth Steel Demon Cermet II Saw Blade for Metals and Stainless Steel,D0842CF,1143405,3836605,0,15,$24.86,$24.86,2024-11-20,1899-12-31,90,$372.90
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,NB40,BULK - RIGGING SLING WIRE,"SLING WIRE ROPE 1/2"" X 20'",746-3170,1138660,2261788,0,15,$29.12,$29.12,2024-11-15,2024-12-30,50,$436.80
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE20,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 1-11/16"" STD",740-5111,684301,129853,0,15,$18.00,$24.20,2025-02-04,2024-08-30,172,$362.99
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF25,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1-1/2"" DR X 1-7/16"" STD",740-6107,687092,129901,0,15,$46.00,$44.53,2024-09-17,2024-08-30,172,$667.98
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,WeldingCity,CAP BACK MEDIUM,300M,1124537,3835645,0,15,$0.98,$0.98,2024-11-03,1899-12-31,107,$14.70
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,MASTERLOCK,MASTER LOCK PADLOCK,312TRI,1225359,119014,0,15,$15.00,$15.00,2025-02-04,1899-12-31,14,$225.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,GENERAL WORK PRODUCTS,3/4 x 600 YELLOW MONO POLY ROPE,PPM3/4,1193309,2258210,0,15,$52.75,$52.75,2025-01-09,1899-12-31,40,$791.25
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,LE30,BULK - PIPE SAW ACCESSORY,"PIPE CHAIN HACKSAW CLAMP 4""-12""",730-2101,863685,88802,0,15,$189.00,$177.56,2024-12-31,2024-12-27,53,"$2,663.36"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,DURACELL,"CopperTop Alkaline Battery, 1.5V, AA, 24/CT",MN1500DBK,1056982,3831852,0,15,$23.81,$23.81,2025-02-04,2024-09-11,160,$357.15
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PROTO,"PROTO 1/2"" DRIVE IMPACT SOCKET 7/8"" - 6 POINT",J7428H,850475,132319,0,15,$6.51,$6.51,2025-01-16,1899-12-31,33,$97.65
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC15,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  1-15/16"" OFFSET",744-2115,684390,135376,0,15,$39.00,$57.72,2024-12-27,2024-08-30,172,$865.86
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 3/4""",744-9640,888946,4003629,0,15,$29.50,$29.50,2024-04-15,1899-12-31,309,$442.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,EPIROC,"HASP,LOCKOUT;",2658545851,1224959,3583785,0,15,$8.00,$8.00,2025-02-04,1899-12-31,14,$120.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HB15,BULK - SPUD WRENCH OPEN END,"SPUD WRENCH 7/8"" OPEN END",744-010E,1169278,5934442,0,15,$25.46,$25.46,2024-12-27,1899-12-31,53,$381.90
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,NA40,BULK - RIGGING SLING WIRE,"SLING WIRE ROPE 5/8"" X 8'",746-3208,1070245,4126997,0,15,$31.54,$31.54,2024-12-27,2024-12-30,50,$473.10
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,PROTO,"PROTO IMPACT DRIVE ADAPTER 3/4"" F X 1"" M",J07655,1203111,43780,0,15,$15.20,$15.20,2025-01-16,1899-12-31,33,$228.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB2DR1,EAGLE TAPTEK,"1/2""X12"" SDS PLUS REBAR CUTTER ONE PC",RBCS-5000-OP,1114969,3977471,0,15,$33.85,$33.85,2025-01-30,1899-12-31,19,$507.75
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AB10,GUARDIAN,"COLD SHRINK ATTACHMENT, 1.4"" X 2.25"" - EACH",COLDSH14X225 - EACH,1021019,5859459,0,14,$12.75,$12.75,2024-12-29,2024-12-27,53,$178.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,ID10*ID20,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  2-1/16"" OFFSET",744-2201,1028722,135378,0,14,$40.00,$64.56,2025-02-04,2024-12-27,53,$903.89
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 7/8""",744-9623,889053,88748,0,14,$36.56,$36.56,2024-11-30,2024-12-27,53,$511.84
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 1-3/8"" DW",741-4106,1181541,133556,0,14,$16.32,$16.32,2024-12-27,1899-12-31,53,$228.48
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,ID15,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  1-11/16"" OFFSET",744-2111,684423,135372,0,14,$31.00,$50.54,2025-02-04,1899-12-31,14,$707.52
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,ID20,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  2-1/8"" OFFSET",744-2202,684379,135379,0,14,$44.00,$57.13,2025-02-04,1899-12-31,14,$799.81
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IE10,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  1-3/16"" OFFSET",744-2103,684270,135364,0,14,$39.53,$37.27,2025-02-04,2024-08-30,172,$521.75
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KC10,BULK - WRENCH BACKUP,"BACKUP WRENCH MAGNETIC 2-3/8"" HEX 60MM",744-9822,847012,2054047,0,14,$219.60,$194.49,2024-12-27,2024-08-30,172,"$2,722.86"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD20,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 2-9/16"" STD",740-5209,684061,129867,0,14,$85.70,$77.45,2025-02-04,2024-08-30,172,"$1,084.25"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IB20,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH  2-3/4""",744-5212,684359,135663,0,14,$397.91,$370.36,2025-01-27,2024-12-27,53,"$5,185.04"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KC10,BULK - WRENCH BACKUP,"BACKUP WRENCH MAGNETIC 1-1/16"" HEX 27MM",744-9801,888962,2054053,0,14,$168.00,$168.00,2024-12-27,2024-08-30,172,"$2,352.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JA20 * JE10,BULK - SOCKET ADAPTER,"IMPACT SOCKET ADAPTER 3/4"" F X 1/2"" M",744-9414,684655,136024,0,14,$25.00,$13.63,2025-02-04,2024-08-30,172,$190.77
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HC10,BULK - HAND TOOLS PIN,"PIN BARREL DRIFT 7/16""",745-1801,1013744,136669,0,14,$4.71,$4.19,2024-12-27,2024-08-30,172,$58.66
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 2-5/16"" DW",741-4205,1181586,133571,0,14,$50.76,$50.76,2024-12-27,1899-12-31,53,$710.64
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,"HOUSTON BARRICADE AND SUPPLY, LLC.","24"" Vinyl Flag w/36"" Wood Staff",HBS-24VFLAG,1225405,3757137,0,14,$5.95,$5.95,2025-02-04,1899-12-31,14,$83.30
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JB15,BULK - RIGGING SHACKLE,SHACKLE 2 TON,746-4006,684203,137357,0,14,$12.38,$13.84,2025-02-04,2024-12-27,53,$193.82
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GD10,BULK - WRENCH CROWFOOT,"CROWFOOT WRENCH 1/2"" DR X 1-7/8""",744-9620,1028714,136082,0,14,$44.86,$46.70,2024-12-27,1899-12-31,53,$653.83
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BF20,3M,SKA-PAK 2216PSI HANSEN 5MIN ALUM E-Z FLO WITHOUT CASE,SAR222010211601,838938,3992120,0,14,"$1,535.83","$1,535.83",2024-12-27,2024-08-30,172,"$21,501.62"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD20,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 1"" DR X 2-3/16"" STD",740-5203,684247,129861,0,14,$50.30,$43.91,2025-02-04,2024-08-30,172,$614.80
